,Altruism,Autonomy,Care for others,Competence,Courage,Duty,Empathy,Fairness,Gratitude,Honesty,Indignation,Justice,Love,Loyalty,Generosity,Nobility,Obey rule,Zeal,Respect,Dedication,Sanctity,Self-improvement,Self-control,Social contribution,Temperance,Warmth,Encouragement,Honor,Benefit others materially,Benefit others physically,Benefit others spiritually,Moral Flexibility,Deserved Reward,Gratification,Moral Imperative,Pro-environment,Self-discipline,Self-Identification,Uphold order,Moral Urgency
Promote justice,74.84210526,72.82352941,72.36842105,71.21052632,85.8125,64.4375,81.42105263,80.875,79.42105263,57.57894737,73.63157895,88.05263158,59.8125,64.26315789,53.89473684,78.89473684,65.25,62.84210526,69.15789474,73.10526316,56.6875,43.75,50.75,66.78947368,45.75,71.42105263,85.63157895,78.73684211,61.26315789,74.63157895,72.36842105,61.10526316,71.52631579,70.42105263,60.63157895,48.15789474,53.78947368,81.47368421,69.31578947,71.31578947
Protect nature,60.66666667,74.52941176,55.2,61.66666667,34.78571429,65.57142857,55.13333333,45.42857143,55.86666667,55.26666667,45.6,65.8,63.35714286,58.26666667,46.53333333,63.4,71.71428571,76.26666667,57.73333333,54.66666667,48.14285714,42.42857143,49.42857143,72.06666667,49.57142857,58.6,81.93333333,64.8,54.13333333,56.53333333,46.8,61.46666667,50.86666667,63.13333333,46.46666667,88.86666667,54.4,73.06666667,66.33333333,59.86666667
Protect vulnerable groups,89.26666667,63.47058824,88.66666667,65.2,66.07142857,73.21428571,75.8,86.07142857,87.26666667,60.8,65,84.33333333,70.28571429,54.33333333,73.66666667,85.46666667,63.07142857,70,61.8,81.26666667,54.78571429,49.14285714,51.71428571,92.6,33.42857143,88.86666667,85,89.26666667,69,77.73333333,77.13333333,60.4,74.73333333,71.73333333,60.33333333,42,36.86666667,70.26666667,74.6,58.93333333
Protect wildlife,58.61538462,72.70588235,61.69230769,60.84615385,50.35714286,84.78571429,69.30769231,59.21428571,62.53846154,53.69230769,47.38461538,74.92307692,80.57142857,56,57.92307692,64.30769231,84.35714286,70.53846154,66.92307692,72.46153846,63.28571429,51,60.07142857,67.07692308,53.64285714,73.23076923,68.92307692,74.61538462,61.53846154,58.46153846,53.76923077,52.30769231,41.76923077,63.53846154,56.84615385,91.23076923,49.84615385,65.84615385,65,55.46153846
Provide wise advice,63.61111111,65,62.38888889,52.38888889,35.125,42.1875,54.11111111,39.25,68.5,51.83333333,31.38888889,43.83333333,31.3125,44.16666667,24,52.33333333,36.5625,52.83333333,44,45.77777778,29.8125,45.125,39.875,45.94444444,25.375,61.16666667,51.55555556,48.61111111,39.83333333,42.55555556,66.5,75.55555556,45.22222222,56.55555556,44.16666667,34.77777778,44.61111111,55.88888889,39.61111111,43.5
Read religious scripts,37.35,41.82352941,43.4,34.1,14.57142857,12.42857143,40.55,15.07142857,39.65,44.15,21.5,42.25,26.71428571,52.8,39.6,41.85,25.14285714,55.9,52.85,32.8,64.35714286,34.14285714,24.21428571,37,22.28571429,48.35,42.85,42.3,32.1,41.05,46.75,43.5,36.35,56.2,36.15,32.9,52.9,46.1,42.5,31.6
Read widely,43.33333333,69.47058824,39.33333333,59,27,28.7,46.8,28,47.06666667,47.13333333,25.8,44.26666667,27.9,46.86666667,54.86666667,46.8,30.2,58.26666667,51.46666667,44.73333333,38.9,83.4,41.4,51.26666667,34.5,45.8,62.66666667,53.86666667,36.53333333,39.8,40.33333333,50.53333333,39.93333333,55.13333333,45.73333333,38.46666667,62.26666667,71.6,44.8,32.33333333
Recognize and fix one's error,49.61111111,64.82352941,54.83333333,59.88888889,48.61111111,43,61.44444444,43.33333333,52.72222222,60.61111111,47.83333333,51.33333333,36.83333333,49.05555556,46.38888889,58.44444444,51.55555556,53,52.55555556,55.33333333,41.33333333,56.05555556,58.44444444,51.83333333,60.5,58.72222222,74,56.61111111,46.94444444,45.72222222,50.66666667,57.94444444,54.11111111,59.55555556,49,46.38888889,67.83333333,64.27777778,51.22222222,53.77777778
Recycle,59.57894737,64.82352941,51.15789474,48.26315789,31.83333333,43.27777778,57.47368421,36.11111111,52.94736842,52.31578947,33.31578947,50.42105263,38,45.05263158,44.05263158,63.78947368,53.11111111,56,55.31578947,56.21052632,40.38888889,41.27777778,49,63.89473684,55.88888889,54.84210526,79.31578947,63.10526316,53.57894737,47.84210526,53.73684211,64.57894737,62.15789474,60.78947368,46.15789474,69.94736842,63.26315789,60.10526316,52.84210526,52.47368421
Reflect on oneself,44.8,56.17647059,42.66666667,56.13333333,39.23529412,51.94117647,59.26666667,41.23529412,44.26666667,51.73333333,36.86666667,48.86666667,40.23529412,52.53333333,38,51.33333333,44.35294118,41.4,43.93333333,48.86666667,44.29411765,69.29411765,59.35294118,46.4,59.41176471,41.53333333,50.26666667,43.26666667,41.93333333,44.33333333,39.06666667,47.46666667,40.8,48.53333333,51.93333333,41.2,64.4,54.2,48.33333333,47
Rescue,84.1875,65.82352941,74.25,72.3125,75.5,65.0625,77.25,53.25,82.4375,64.1875,52.25,81.8125,82.375,74.5625,72.875,82.0625,72,66.3125,75.75,79.8125,64.0625,58.625,56.125,83.5625,47.5,83,81.4375,76.75,71.1875,82.3125,69.5625,72.375,65.3125,68.4375,70.5625,58.5,58.5,78.0625,79.0625,85.625
Show filial respect to the elders,66.90909091,74,87.86363636,58.31818182,36.73684211,85.57894737,73.27272727,57.57894737,67.36363636,54.31818182,38.95454545,57.22727273,81.47368421,73.81818182,48.77272727,72.45454545,69.05263158,60.36363636,87.04545455,64.31818182,60.10526316,41.42105263,46,54.68181818,47.57894737,85.31818182,87.90909091,75.54545455,49.5,58.45454545,78.31818182,55.90909091,52.36363636,74.36363636,48.68181818,36.90909091,65.31818182,74.68181818,53.54545455,40.18181818
Respect others' opinion,76.64705882,69.52941176,72,61.05882353,28.17647059,54.11764706,79.29411765,53.70588235,64.23529412,62.05882353,42.29411765,60.52941176,49.82352941,58.11764706,40,66.70588235,57.47058824,61.41176471,83.17647059,57.17647059,41.11764706,44.58823529,45.94117647,57.47058824,57.05882353,68.29411765,78.76470588,57.76470588,51.11764706,58.17647059,76.88235294,62.52941176,52.05882353,67.64705882,45.64705882,44.23529412,57.17647059,64.41176471,63,39.41176471
Respect privacy,69.53333333,71,67.8,49.2,31.07142857,67.14285714,79.6,56.57142857,62.4,64.13333333,63.26666667,66.53333333,54,59.33333333,47.86666667,56.2,63.07142857,48.6,78.4,56.2,44.57142857,35.21428571,57.14285714,65.73333333,65.64285714,67.53333333,83,54.53333333,49.13333333,57,73.26666667,52.73333333,54.73333333,61.06666667,57.6,52.33333333,66.2,68.13333333,64.26666667,51.46666667
Respect teacher and elder,48.05882353,73.70588235,69.29411765,50.64705882,33.26666667,61.66666667,65.76470588,42,59.52941176,55.47058824,39.17647059,62.23529412,61.06666667,63.47058824,38.29411765,64.64705882,74.26666667,63,83.52941176,48.88235294,49.2,48.53333333,44.66666667,58.58823529,36.86666667,67.94117647,76.11764706,54.76470588,46.82352941,52.88235294,62.82352941,49.29411765,37.94117647,66.64705882,40.52941176,40.64705882,56.35294118,66.17647059,71.52941176,38.70588235
Return lost property,74.26315789,68.52941176,59.47368421,59.05263158,51,62.25,68.63157895,52.875,85.68421053,79.78947368,44.36842105,72.36842105,44,59.94736842,45.21052632,72.05263158,53.3125,58.94736842,55.31578947,56.15789474,53.4375,33.6875,71.8125,55.52631579,60,73.36842105,81.31578947,71.05263158,82.68421053,58.63157895,60.94736842,42.57894737,63.84210526,68.73684211,55.94736842,46,59.15789474,71.78947368,61.10526316,46.63157895
Save lives,74.45,46.88235294,82.55,66.9,66.53333333,70.06666667,75.85,55.93333333,85.3,41.2,44.6,75.85,70.06666667,43.85,57.65,86.3,56.66666667,61.5,64.65,65.4,73.2,51.26666667,45.4,78.5,40.2,74.7,81.8,88.85,50.05,85,70,48.55,61.85,69.05,59.05,42.75,42.95,70.85,55.75,77.55
Serve the country loyally,82,76,62.35714286,90.57142857,77.66666667,82.46666667,84.57142857,49.8,83.14285714,61.92857143,61.21428571,82.35714286,89.93333333,91.28571429,67.14285714,90.85714286,81.13333333,75.64285714,82.64285714,79.71428571,67.86666667,56.66666667,40.06666667,84.14285714,24.46666667,77.21428571,89,85.78571429,68.57142857,72.28571429,77.14285714,59.64285714,79.21428571,76.85714286,60.14285714,50.85714286,48,86.14285714,73.85714286,75.5
Share food,66.89473684,48.52941176,61.36842105,45.89473684,31,29.93333333,55.68421053,40.6,64.84210526,33.26315789,31.78947368,44.26315789,51.73333333,29.78947368,59.31578947,50.52631579,36.06666667,57.57894737,38.36842105,52.26315789,38.2,27.13333333,31.2,40,37.6,62.42105263,53.10526316,44.15789474,70.78947368,45.73684211,53.73684211,50.21052632,37.78947368,65.57894737,33.26315789,45.26315789,36.52631579,55.73684211,34.73684211,35.10526316
Share joys and sorrows,70.94117647,55.29411765,73.05882353,62.64705882,57.9375,59.875,79.58823529,47.6875,71.76470588,46.64705882,41.35294118,62.88235294,74,69.58823529,61.11764706,73.11764706,54.9375,60.76470588,56.58823529,74.76470588,53,53.625,62.75,61.11764706,51.6875,74.88235294,70.29411765,61.82352941,57.64705882,62.58823529,67.82352941,55.52941176,51.05882353,62.58823529,54.94117647,38.11764706,59.76470588,68.88235294,48.64705882,46.17647059
Speak frankly,51.33333333,72.82352941,42.66666667,49.86666667,57.16666667,31.75,45.86666667,44.58333333,50.26666667,65.66666667,50.93333333,68.06666667,31,50.93333333,38.06666667,47.13333333,38,47.4,52.86666667,49.13333333,26.16666667,33.83333333,37.91666667,46.66666667,24.08333333,44.46666667,52.86666667,48.4,41.46666667,44.86666667,52.06666667,48.46666667,37.86666667,55.06666667,72.8,29.33333333,50.4,49.26666667,46.8,46.8
Spend time with family,59.86666667,76.41176471,91.6,51,16.30769231,66.46153846,68.73333333,41.23076923,54.33333333,66.46666667,31.8,48.93333333,86.84615385,65.06666667,52.26666667,52.66666667,49.30769231,61.26666667,58.06666667,65.6,28.69230769,28.46153846,40.84615385,50.46666667,27.84615385,81.66666667,65.53333333,45,43.53333333,48,76.66666667,59.86666667,40.13333333,88.93333333,40.8,29.46666667,53.8,61.6,50.46666667,38.73333333
Sponsor child education,87.5,58.41176471,82.77777778,63.27777778,55.625,42.75,85.05555556,72.1875,85.77777778,47.72222222,41.11111111,68.44444444,81.1875,55.05555556,86.83333333,80.44444444,63.1875,74.88888889,56.77777778,80.44444444,56.3125,41.125,48.875,79.61111111,45.8125,79.16666667,71.77777778,75.44444444,74.22222222,65.55555556,80.83333333,61.33333333,68.33333333,68.94444444,45.05555556,50.22222222,44.61111111,75.83333333,54.77777778,63.05555556
Step up to help,74.68421053,65.17647059,66,71.78947368,83.3125,45.1875,71.10526316,45.3125,76.05263158,46.68421053,54.42105263,78.31578947,56.375,62,54.63157895,76.68421053,48.3125,55.57894737,57.84210526,74.52631579,50.0625,40.5625,42.9375,73.10526316,34.3125,69.68421053,76.42105263,77,60.21052632,77.21052632,69.94736842,48.21052632,73.84210526,63.68421053,54.31578947,40.05263158,41.63157895,66.26315789,52.36842105,68.42105263
Stop bullying,81.83333333,66.52941176,84.27777778,69,84.75,57.0625,82.22222222,70.1875,84.88888889,56.27777778,87.16666667,91.22222222,64.75,68,47.5,75.77777778,71.3125,61,55.77777778,73.05555556,59,47.9375,53.1875,74.27777778,52.1875,81.61111111,85.05555556,83.72222222,60.72222222,83.77777778,72.44444444,69.11111111,73.83333333,69.05555556,65.16666667,46,55.11111111,78.88888889,79.72222222,72.16666667
Take the initiative to clean,54.0952381,60.41176471,61.04761905,60.33333333,34.5,45.8,67.66666667,45.6,61.14285714,40.61904762,38.61904762,52.28571429,38.95,47.33333333,38.76190476,53.57142857,49,72.42857143,49.66666667,54.14285714,38,41.5,53.2,52.19047619,46.2,65.85714286,60.66666667,60.9047619,47.42857143,37,51.66666667,56.14285714,53.76190476,66,37.95238095,54.47619048,66.85714286,57.33333333,52.38095238,46.33333333
Take the less share,45.3,48,46.6,35.2,20.9,25.9,54.1,35.8,56.9,35.8,19,30,37.5,30.5,36.6,56.7,44.1,41.9,35.9,34.1,33.3,30.6,39.7,44.5,29.1,66,74.7,46.8,44.7,30.1,50.3,47.4,35.5,46.3,19.6,26.1,26.3,55.6,33.6,15.4
Treat disabled people kindly,85.5,71,88.77777778,62.44444444,49.86666667,55.6,88.5,58.66666667,88.22222222,57.83333333,46.72222222,70.33333333,70.73333333,54.61111111,53.94444444,72.88888889,69.2,70.5,65.22222222,63.61111111,51.06666667,36.13333333,45.8,70.61111111,44,86.5,75.77777778,73.38888889,47.94444444,73.44444444,78.88888889,58.05555556,51.44444444,69.27777778,35.33333333,42.33333333,49.22222222,69.27777778,61.16666667,50.27777778
Uphold academic integrity,45.9375,76.41176471,41.5,61.625,31.91666667,89,62.25,75.08333333,48.3125,83.5625,40.25,62.8125,20.25,63,42.0625,50.625,68.91666667,48.1875,55.625,49.3125,38.16666667,67.66666667,60.83333333,64,62.58333333,49.125,78.8125,64.3125,44.75,40.3125,48.6875,41,44.5625,55.25,55.625,37.625,67.0625,67.375,68.625,39.3125
Bravely help defend justice,81.77777778,68.76470588,72.94444444,76.66666667,92.3125,52.0625,74.94444444,55.8125,85.44444444,56.22222222,62.72222222,87.61111111,63.5,73.16666667,57.38888889,86,54.75,67.61111111,79.72222222,87.16666667,72.75,52.4375,49.5625,84.66666667,34.1875,80.83333333,82,83.22222222,53.33333333,80.44444444,65.61111111,68.72222222,68.05555556,84.16666667,48.72222222,38.5,53.22222222,80.22222222,61.05555556,81.05555556
Use eco-friendly package,66.29411765,64.23529412,61.76470588,70.23529412,34.6875,65.125,63.70588235,40.625,65,60.82352941,52.70588235,64.64705882,43.5625,58.29411765,64,72.58823529,54.3125,62.82352941,58.58823529,66.05882353,41.9375,46.375,53.375,68.05882353,43.5625,69.47058824,87.76470588,72.23529412,61.52941176,74.76470588,57.52941176,72,61.47058824,72.70588235,52.52941176,85.64705882,76.41176471,70.70588235,62.82352941,57.47058824
Use the Internet ethically,58.5,61.94117647,43.83333333,37.77777778,25.5,46.35714286,60.05555556,37,42.94444444,51.94444444,38.77777778,47.83333333,37.28571429,46.11111111,37.11111111,38.83333333,75.28571429,51.22222222,52.27777778,40.94444444,33.64285714,33.5,58.07142857,49.27777778,64.21428571,52.83333333,68.72222222,49.11111111,38.22222222,40.44444444,61.11111111,48.61111111,32.94444444,52.05555556,44.77777778,41.55555556,60.22222222,56.61111111,68.61111111,41.66666667
Value collective interest,77.2,62.70588235,61.3,64.1,46.93333333,73.86666667,77.8,64.73333333,69.45,55.4,48.95,67.4,62.6,74.15,65.85,68.75,66.6,60.05,65.35,66.85,48.6,52.46666667,48.66666667,65.8,57.53333333,68.95,76.25,70.45,65.25,62.95,65.45,72.15,70.65,66.65,51.8,53.85,66.15,74.9,70.1,59.55
Value mental health,69.78571429,65.11764706,82.21428571,58.42857143,36.61538462,52.46153846,81,33.15384615,60.14285714,47.92857143,34.57142857,56.57142857,46.76923077,54.07142857,52.71428571,60.57142857,46.84615385,61.78571429,62.92857143,55.5,32.84615385,37.69230769,32.76923077,60.64285714,36,70,72.28571429,50.21428571,36.92857143,71.64285714,65.35714286,54.35714286,41.57142857,56.92857143,44.57142857,31.5,44.14285714,66.42857143,50.07142857,49.07142857
Value relationship,60.28571429,65.94117647,70.71428571,56.14285714,48.35714286,36.42857143,75.85714286,37.71428571,70.57142857,63.28571429,30.85714286,54.71428571,54,60.71428571,53.21428571,57.85714286,47.57142857,55.5,62.28571429,58.78571429,45.07142857,38.5,30.64285714,60.14285714,34.64285714,69,77.85714286,64.07142857,44.21428571,53.07142857,75.14285714,50.28571429,49.28571429,71.57142857,50.78571429,41.5,50.78571429,73.14285714,52.35714286,48.42857143
Value science,56.85,56.64705882,49.05,68.6,43.88235294,59.05882353,61,42.35294118,59.55,65.3,43.05,64.85,53.35294118,68.8,63.35,72.65,61.88235294,73.75,83.55,64.05,50.64705882,69.35294118,50.64705882,70.6,58.17647059,51.9,79.8,75.7,53.9,60.45,59.65,64,59.15,72.4,60.15,64.35,71.5,79.85,75.55,63.5
Volunteer,84.33333333,64.17647059,89.11111111,76.66666667,47.66666667,55.46666667,83.66666667,57.13333333,81.94444444,65.66666667,53.72222222,73.33333333,72.26666667,68.88888889,63.66666667,79.05555556,64.33333333,82.88888889,74.61111111,75.5,59.06666667,58.06666667,58.13333333,84.33333333,55.6,89.33333333,84.33333333,79.72222222,71,72.88888889,84.5,74.88888889,74.94444444,82.55555556,59.27777778,63.72222222,66.88888889,82.94444444,71.33333333,56.94444444
Yield to pedestrian when driving,75.47368421,65.82352941,70.68421053,55.21052632,42.92857143,66.5,80.42105263,63,62.57894737,33.36842105,27.47368421,64.84210526,66.78571429,38.15789474,30.15789474,58,79.57142857,51.47368421,62.78947368,51.42105263,52.57142857,42.78571429,61.42857143,69.15789474,63.92857143,71.89473684,79.47368421,57.21052632,42.84210526,73.10526316,59.26315789,52.47368421,34.57894737,65.10526316,37.26315789,27.47368421,64.10526316,61.52631579,75.57894737,53.73684211
